store_name,store_address,store_address_fix1,store_address_fix2,store_address_final,address2
문화일보  ,서울특별시 중구 새문안로 22 (충정로1가) 문화일보02-758-8047,서울특별시 중구 새문안로 22 ,서울특별시 중구 새문안로 22 ,서울특별시 중구 새문안로 22 ,서울특별시중구새문안로22
태평로  ,"서울특별시 중구 세종대로 72, 대영빌딩 1층 (태평로2가)02-758-8039","서울특별시 중구 세종대로 72, 대영빌딩 1층 ","서울특별시 중구 세종대로 72, 대영빌딩 1층 ","서울특별시 중구 세종대로 72, 대영빌딩 1층 ","서울특별시중구세종대로72,대영빌딩1층"
퍼시픽타워  ,"서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 (서소문동)02-758-8079","서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 ","서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 ","서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 ","서울특별시중구세종대로9길41,퍼시픽타워1층"
남산단암  ,"서울특별시 중구 소월로 10, 단암빌딩 (남대문로5가)02-758-8306","서울특별시 중구 소월로 10, 단암빌딩 ","서울특별시 중구 소월로 10, 단암빌딩 ","서울특별시 중구 소월로 10, 단암빌딩 ","서울특별시중구소월로10,단암빌딩"
황학캐슬  ,서울특별시 중구 청계천로 400 (황학동) 롯데캐슬베네치아02-2048-5257,서울특별시 중구 청계천로 400 ,서울특별시 중구 청계천로 400 ,서울특별시 중구 청계천로 400 ,서울특별시중구청계천로400
서소문  ,서울특별시 중구 서소문로 130 (서소문동)02-758-8181,서울특별시 중구 서소문로 130 ,서울특별시 중구 서소문로 130 ,서울특별시 중구 서소문로 130 ,서울특별시중구서소문로130
명동미래  ,"서울특별시 중구 명동 7길 8, 2층 (명동 1가)02-758-8318","서울특별시 중구 명동 7길 8, 2층 ","서울특별시 중구 명동 7길 8, 2층 ","서울특별시 중구 명동 7길 8, 2층 ","서울특별시중구명동7길8,2층"
을지로삼화타워  ,서울특별시 중구 을지로5길 16 삼화타워1층02-758-8483,서울특별시 중구 을지로5길 16 삼화타워1층02-758-8483,서울특별시 중구 을지로5길 16 삼화타워1층,서울특별시 중구 을지로5길 16 삼화타워1층,서울특별시중구을지로5길16삼화타워1층
소공로  ,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)02-758-8569","서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 ","서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 ","서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 ","서울특별시중구남대문로7길19,삼영빌딩1층일부"
서소문배재  ,서울특별시 중구 서소문로 99 (서소문동)02-758-8409,서울특별시 중구 서소문로 99 ,서울특별시 중구 서소문로 99 ,서울특별시 중구 서소문로 99 ,서울특별시중구서소문로99
을지로한국빌딩  ,"서울특별시 중구 을지로 50, 1층 (을지로 2가)02-758-8385","서울특별시 중구 을지로 50, 1층 ","서울특별시 중구 을지로 50, 1층 ","서울특별시 중구 을지로 50, 1층 ","서울특별시중구을지로50,1층"
순화동에이스  ,서울특별시 중구 통일로 92 (순화동) KG타워02-758-8372,서울특별시 중구 통일로 92 ,서울특별시 중구 통일로 92 ,서울특별시 중구 통일로 92 ,서울특별시중구통일로92
시청  ,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)02-758-8504","서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 ","서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 ","서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 ","서울특별시중구을지로19,삼성화재삼성빌딩1층"
시청플러스  ,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)02-758-8505","서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 ","서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 ","서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 ","서울특별시중구을지로19,삼성화재삼성빌딩1층"
충무로역  ,"서울특별시 중구 퇴계로 197, 충무빌딩 1층 (필동 2가)02-758-8395","서울특별시 중구 퇴계로 197, 충무빌딩 1층 ","서울특별시 중구 퇴계로 197, 충무빌딩 1층 ","서울특별시 중구 퇴계로 197, 충무빌딩 1층 ","서울특별시중구퇴계로197,충무빌딩1층"
명동역  ,"서울특별시 중구 퇴계로 101, 건물 전체 (충무로 1가)02-758-8562","서울특별시 중구 퇴계로 101, 건물 전체 ","서울특별시 중구 퇴계로 101, 건물 전체 ","서울특별시 중구 퇴계로 101, 건물 전체 ","서울특별시중구퇴계로101,건물전체"
남산스테이트  ,서울특별시 중구 퇴계로 100 (회현동2가)02-758-8539,서울특별시 중구 퇴계로 100 ,서울특별시 중구 퇴계로 100 ,서울특별시 중구 퇴계로 100 ,서울특별시중구퇴계로100
명동입구  ,서울특별시 중구 남대문로 68-1 (명동2가)02-758-8506,서울특별시 중구 남대문로 68-1 ,서울특별시 중구 남대문로 68-1 ,서울특별시 중구 남대문로 68-1 ,서울특별시중구남대문로68-1
명일역  ,서울특별시 강동구 양재대로 1647 (명일동)02-427-3681,서울특별시 강동구 양재대로 1647 ,서울특별시 강동구 양재대로 1647 ,서울특별시 강동구 양재대로 1647 ,서울특별시강동구양재대로1647
강동구청DT  ,서울특별시 강동구 성내로 32 (성내동)02-489-3652,서울특별시 강동구 성내로 32 ,서울특별시 강동구 성내로 32 ,서울특별시 강동구 성내로 32 ,서울특별시강동구성내로32
강동암사DT  ,서울특별시 강동구 고덕로 43 (암사동)02-426-3583,서울특별시 강동구 고덕로 43 ,서울특별시 강동구 고덕로 43 ,서울특별시 강동구 고덕로 43 ,서울특별시강동구고덕로43
강동역  ,"서울특별시 강동구 천호대로 1089 (천호동, 강동 헤르셔)02-477-3319",서울특별시 강동구 천호대로 1089 ,서울특별시 강동구 천호대로 1089 ,서울특별시 강동구 천호대로 1089 ,서울특별시강동구천호대로1089
둔촌동  ,서울특별시 강동구 양재대로 1303 (성내동) 평원빌딩02-478-3240,서울특별시 강동구 양재대로 1303 ,서울특별시 강동구 양재대로 1303 ,서울특별시 강동구 양재대로 1303 ,서울특별시강동구양재대로1303
천호로데오  ,서울특별시 강동구 천호대로 1037 (천호동)02-758-8923,서울특별시 강동구 천호대로 1037 ,서울특별시 강동구 천호대로 1037 ,서울특별시 강동구 천호대로 1037 ,서울특별시강동구천호대로1037
천호이마트  ,서울특별시 강동구 천호대로 1015-14 (천호동) 이마트별관02-758-8732,서울특별시 강동구 천호대로 1015-14 ,서울특별시 강동구 천호대로 1015-14 ,서울특별시 강동구 천호대로 1015-14 ,서울특별시강동구천호대로1015-14
길동역  ,서울특별시 강동구 양재대로 1487 (길동)02-758-8776,서울특별시 강동구 양재대로 1487 ,서울특별시 강동구 양재대로 1487 ,서울특별시 강동구 양재대로 1487 ,서울특별시강동구양재대로1487
상일동  ,"서울특별시 강동구 상일로10길 36, 1~2층 (상일동)02-758-8670","서울특별시 강동구 상일로10길 36, 1~2층 ","서울특별시 강동구 상일로10길 36, 1~2층 ","서울특별시 강동구 상일로10길 36, 1~2층 ","서울특별시강동구상일로10길36,1~2층"
올림픽공원북문  ,서울특별시 강동구 강동대로 171 (성내동)02-758-8761,서울특별시 강동구 강동대로 171 ,서울특별시 강동구 강동대로 171 ,서울특별시 강동구 강동대로 171 ,서울특별시강동구강동대로171
천호역  ,"서울특별시 강동구 천호대로 1012, 태승빌딩 (성내동)02-758-8296","서울특별시 강동구 천호대로 1012, 태승빌딩 ","서울특별시 강동구 천호대로 1012, 태승빌딩 ","서울특별시 강동구 천호대로 1012, 태승빌딩 ","서울특별시강동구천호대로1012,태승빌딩"
명일이마트  ,서울특별시 강동구 동남로75길 5 (명일동) 명일이마트별관주차장02-758-8752,서울특별시 강동구 동남로75길 5 ,서울특별시 강동구 동남로75길 5 ,서울특별시 강동구 동남로75길 5 ,서울특별시강동구동남로75길5
길동사거리  ,"서울특별시 강동구 양재대로 1441, 1층 (길동)02-758-8342","서울특별시 강동구 양재대로 1441, 1층 ","서울특별시 강동구 양재대로 1441, 1층 ","서울특별시 강동구 양재대로 1441, 1층 ","서울특별시강동구양재대로1441,1층"
신도림  ,서울특별시 구로구 경인로 610 (신도림동)02-2635-3516,서울특별시 구로구 경인로 610 ,서울특별시 구로구 경인로 610 ,서울특별시 구로구 경인로 610 ,서울특별시구로구경인로610
